Price Date,States,Commodity,Modal Price (Rs./Quintal)
12 Mar 2018,Delhi,Apple,5150
10 Mar 2018,Delhi,Apple,4000
10 Mar 2018,Delhi,Apple,5150
09 Mar 2018,Delhi,Apple,4000
09 Mar 2018,Delhi,Apple,5150
08 Mar 2018,Delhi,Apple,4000
08 Mar 2018,Delhi,Apple,5150
07 Mar 2018,Delhi,Apple,4000
07 Mar 2018,Delhi,Apple,5150
06 Mar 2018,Delhi,Apple,3833
06 Mar 2018,Delhi,Apple,5117
05 Mar 2018,Delhi,Apple,3833
05 Mar 2018,Delhi,Apple,5117
03 Mar 2018,Delhi,Apple,3833
03 Mar 2018,Delhi,Apple,5117
01 Mar 2018,Delhi,Apple,3833
01 Mar 2018,Delhi,Apple,5117
28 Feb 2018,Delhi,Apple,3833
28 Feb 2018,Delhi,Apple,5117
27 Feb 2018,Delhi,Apple,3833
27 Feb 2018,Delhi,Apple,5117
26 Feb 2018,Delhi,Apple,3833
26 Feb 2018,Delhi,Apple,5100
24 Feb 2018,Delhi,Apple,3833
24 Feb 2018,Delhi,Apple,5100
23 Feb 2018,Delhi,Apple,3833
23 Feb 2018,Delhi,Apple,5100
22 Feb 2018,Delhi,Apple,3833
22 Feb 2018,Delhi,Apple,5067
21 Feb 2018,Delhi,Apple,3833
21 Feb 2018,Delhi,Apple,5000
20 Feb 2018,Delhi,Apple,3833
20 Feb 2018,Delhi,Apple,5000
19 Feb 2018,Delhi,Apple,3833
19 Feb 2018,Delhi,Apple,4967
17 Feb 2018,Delhi,Apple,3833
17 Feb 2018,Delhi,Apple,4967
16 Feb 2018,Delhi,Apple,3833
16 Feb 2018,Delhi,Apple,4967
15 Feb 2018,Delhi,Apple,3833
15 Feb 2018,Delhi,Apple,4967
14 Feb 2018,Delhi,Apple,3833
14 Feb 2018,Delhi,Apple,4967
13 Feb 2018,Delhi,Apple,3833
13 Feb 2018,Delhi,Apple,4967
12 Feb 2018,Delhi,Apple,3833
12 Feb 2018,Delhi,Apple,4967
10 Feb 2018,Delhi,Apple,3833
10 Feb 2018,Delhi,Apple,4967
09 Feb 2018,Delhi,Apple,3833
09 Feb 2018,Delhi,Apple,4967
08 Feb 2018,Delhi,Apple,3833
08 Feb 2018,Delhi,Apple,4967
07 Feb 2018,Delhi,Apple,3833
07 Feb 2018,Delhi,Apple,4967
06 Feb 2018,Delhi,Apple,3833
06 Feb 2018,Delhi,Apple,4967
05 Feb 2018,Delhi,Apple,3833
05 Feb 2018,Delhi,Apple,4967
03 Feb 2018,Delhi,Apple,3833
03 Feb 2018,Delhi,Apple,4967
02 Feb 2018,Delhi,Apple,3833
02 Feb 2018,Delhi,Apple,4967
01 Feb 2018,Delhi,Apple,3833
01 Feb 2018,Delhi,Apple,4967
31 Jan 2018,Delhi,Apple,3833
31 Jan 2018,Delhi,Apple,4967
30 Jan 2018,Delhi,Apple,3833
30 Jan 2018,Delhi,Apple,4967
29 Jan 2018,Delhi,Apple,3833
29 Jan 2018,Delhi,Apple,4967
27 Jan 2018,Delhi,Apple,3833
27 Jan 2018,Delhi,Apple,4967
25 Jan 2018,Delhi,Apple,3833
25 Jan 2018,Delhi,Apple,4967
24 Jan 2018,Delhi,Apple,3833
24 Jan 2018,Delhi,Apple,4967
23 Jan 2018,Delhi,Apple,3833
23 Jan 2018,Delhi,Apple,4967
22 Jan 2018,Delhi,Apple,3833
20 Jan 2018,Delhi,Apple,3833
19 Jan 2018,Delhi,Apple,3833
18 Jan 2018,Delhi,Apple,3833
17 Jan 2018,Delhi,Apple,3833
16 Jan 2018,Delhi,Apple,3833
15 Jan 2018,Delhi,Apple,3833
13 Jan 2018,Delhi,Apple,3833
12 Jan 2018,Delhi,Apple,3833
11 Jan 2018,Delhi,Apple,3833
10 Jan 2018,Delhi,Apple,3833
09 Jan 2018,Delhi,Apple,3833
08 Jan 2018,Delhi,Apple,3833
06 Jan 2018,Delhi,Apple,3833
05 Jan 2018,Delhi,Apple,3833
04 Jan 2018,Delhi,Apple,3833
03 Jan 2018,Delhi,Apple,3833
02 Jan 2018,Delhi,Apple,3833
01 Jan 2018,Delhi,Apple,3833
30 Dec 2017,Delhi,Apple,3833
29 Dec 2017,Delhi,Apple,3833
28 Dec 2017,Delhi,Apple,3833
27 Dec 2017,Delhi,Apple,3833
26 Dec 2017,Delhi,Apple,3833
26 Dec 2017,Delhi,Apple,3833
25 Dec 2017,Delhi,Apple,3833
23 Dec 2017,Delhi,Apple,3833
22 Dec 2017,Delhi,Apple,3833
21 Dec 2017,Delhi,Apple,3833
20 Dec 2017,Delhi,Apple,3833
19 Dec 2017,Delhi,Apple,3833
18 Dec 2017,Delhi,Apple,3833
16 Dec 2017,Delhi,Apple,3833
15 Dec 2017,Delhi,Apple,3833
14 Dec 2017,Delhi,Apple,3833
13 Dec 2017,Delhi,Apple,3833
12 Dec 2017,Delhi,Apple,3833
11 Dec 2017,Delhi,Apple,3833
08 Dec 2017,Delhi,Apple,3833
07 Dec 2017,Delhi,Apple,3833
07 Dec 2017,Delhi,Apple,6625
06 Dec 2017,Delhi,Apple,3833
05 Dec 2017,Delhi,Apple,3833
04 Dec 2017,Delhi,Apple,3833
02 Dec 2017,Delhi,Apple,3833
01 Dec 2017,Delhi,Apple,3833
30 Nov 2017,Delhi,Apple,3385
30 Nov 2017,Delhi,Apple,3833
30 Nov 2017,Delhi,Apple,4358
29 Nov 2017,Delhi,Apple,3385
29 Nov 2017,Delhi,Apple,3833
29 Nov 2017,Delhi,Apple,4358
28 Nov 2017,Delhi,Apple,3385
28 Nov 2017,Delhi,Apple,3833
28 Nov 2017,Delhi,Apple,4379
27 Nov 2017,Delhi,Apple,3281
27 Nov 2017,Delhi,Apple,3833
27 Nov 2017,Delhi,Apple,4379
25 Nov 2017,Delhi,Apple,3281
25 Nov 2017,Delhi,Apple,3833
25 Nov 2017,Delhi,Apple,4379
24 Nov 2017,Delhi,Apple,3333
24 Nov 2017,Delhi,Apple,3833
24 Nov 2017,Delhi,Apple,4379
23 Nov 2017,Delhi,Apple,3333
23 Nov 2017,Delhi,Apple,3833
23 Nov 2017,Delhi,Apple,4379
22 Nov 2017,Delhi,Apple,3333
22 Nov 2017,Delhi,Apple,3833
22 Nov 2017,Delhi,Apple,4379
21 Nov 2017,Delhi,Apple,3359
21 Nov 2017,Delhi,Apple,3833
21 Nov 2017,Delhi,Apple,4379
20 Nov 2017,Delhi,Apple,2523
20 Nov 2017,Delhi,Apple,3833
20 Nov 2017,Delhi,Apple,4197
18 Nov 2017,Delhi,Apple,3307
18 Nov 2017,Delhi,Apple,3833
18 Nov 2017,Delhi,Apple,4358
17 Nov 2017,Delhi,Apple,3516
17 Nov 2017,Delhi,Apple,3933
17 Nov 2017,Delhi,Apple,4358
16 Nov 2017,Delhi,Apple,3594
16 Nov 2017,Delhi,Apple,3933
16 Nov 2017,Delhi,Apple,4358
15 Nov 2017,Delhi,Apple,3542
15 Nov 2017,Delhi,Apple,3933
15 Nov 2017,Delhi,Apple,4358
14 Nov 2017,Delhi,Apple,3542
14 Nov 2017,Delhi,Apple,3933
14 Nov 2017,Delhi,Apple,4358
13 Nov 2017,Delhi,Apple,3542
13 Nov 2017,Delhi,Apple,3933
13 Nov 2017,Delhi,Apple,4217
11 Nov 2017,Delhi,Apple,3542
11 Nov 2017,Delhi,Apple,3933
11 Nov 2017,Delhi,Apple,4244
10 Nov 2017,Delhi,Apple,3542
10 Nov 2017,Delhi,Apple,3933
10 Nov 2017,Delhi,Apple,4244
09 Nov 2017,Delhi,Apple,3542
09 Nov 2017,Delhi,Apple,3933
09 Nov 2017,Delhi,Apple,4244
08 Nov 2017,Delhi,Apple,3490
08 Nov 2017,Delhi,Apple,3571
08 Nov 2017,Delhi,Apple,4358
07 Nov 2017,Delhi,Apple,3438
07 Nov 2017,Delhi,Apple,3571
07 Nov 2017,Delhi,Apple,4400
06 Nov 2017,Delhi,Apple,3385
06 Nov 2017,Delhi,Apple,3571
06 Nov 2017,Delhi,Apple,4483
04 Nov 2017,Delhi,Apple,3285
04 Nov 2017,Delhi,Apple,3571
04 Nov 2017,Delhi,Apple,4483
03 Nov 2017,Delhi,Apple,3285
03 Nov 2017,Delhi,Apple,3571
03 Nov 2017,Delhi,Apple,3788
02 Nov 2017,Delhi,Apple,3285
02 Nov 2017,Delhi,Apple,3571
02 Nov 2017,Delhi,Apple,3788
01 Nov 2017,Delhi,Apple,3181
01 Nov 2017,Delhi,Apple,3571
01 Nov 2017,Delhi,Apple,4525
31 Oct 2017,Delhi,Apple,3181
31 Oct 2017,Delhi,Apple,3571
31 Oct 2017,Delhi,Apple,2417
31 Oct 2017,Delhi,Apple,4483
30 Oct 2017,Delhi,Apple,3181
30 Oct 2017,Delhi,Apple,3571
30 Oct 2017,Delhi,Apple,2833
30 Oct 2017,Delhi,Apple,3788
28 Oct 2017,Delhi,Apple,3215
28 Oct 2017,Delhi,Apple,3571
28 Oct 2017,Delhi,Apple,2500
28 Oct 2017,Delhi,Apple,4483
27 Oct 2017,Delhi,Apple,3090
27 Oct 2017,Delhi,Apple,3571
27 Oct 2017,Delhi,Apple,2500
27 Oct 2017,Delhi,Apple,4917
26 Oct 2017,Delhi,Apple,2490
26 Oct 2017,Delhi,Apple,3571
26 Oct 2017,Delhi,Apple,2500
26 Oct 2017,Delhi,Apple,4817
25 Oct 2017,Delhi,Apple,3571
25 Oct 2017,Delhi,Apple,2833
25 Oct 2017,Delhi,Apple,4817
24 Oct 2017,Delhi,Apple,3090
24 Oct 2017,Delhi,Apple,2500
24 Oct 2017,Delhi,Apple,4817
23 Oct 2017,Delhi,Apple,3090
23 Oct 2017,Delhi,Apple,2833
23 Oct 2017,Delhi,Apple,4817
22 Oct 2017,Delhi,Apple,3090
22 Oct 2017,Delhi,Apple,2500
22 Oct 2017,Delhi,Apple,4817
21 Oct 2017,Delhi,Apple,3407
21 Oct 2017,Delhi,Apple,3571
21 Oct 2017,Delhi,Apple,2500
21 Oct 2017,Delhi,Apple,4817
18 Oct 2017,Delhi,Apple,3481
18 Oct 2017,Delhi,Apple,3592
18 Oct 2017,Delhi,Apple,2833
18 Oct 2017,Delhi,Apple,4858
17 Oct 2017,Delhi,Apple,3481
17 Oct 2017,Delhi,Apple,3592
17 Oct 2017,Delhi,Apple,2500
17 Oct 2017,Delhi,Apple,4858
16 Oct 2017,Delhi,Apple,3481
16 Oct 2017,Delhi,Apple,3592
16 Oct 2017,Delhi,Apple,2833
16 Oct 2017,Delhi,Apple,4900
14 Oct 2017,Delhi,Apple,3592
14 Oct 2017,Delhi,Apple,2500
14 Oct 2017,Delhi,Apple,4900
13 Oct 2017,Delhi,Apple,3453
13 Oct 2017,Delhi,Apple,3592
13 Oct 2017,Delhi,Apple,2833
13 Oct 2017,Delhi,Apple,4900
12 Oct 2017,Delhi,Apple,2758
12 Oct 2017,Delhi,Apple,3313
12 Oct 2017,Delhi,Apple,2625
12 Oct 2017,Delhi,Apple,3760
11 Oct 2017,Delhi,Apple,2757
11 Oct 2017,Delhi,Apple,3313
11 Oct 2017,Delhi,Apple,2625
11 Oct 2017,Delhi,Apple,3760
10 Oct 2017,Delhi,Apple,3313
10 Oct 2017,Delhi,Apple,2422
10 Oct 2017,Delhi,Apple,3760
09 Oct 2017,Delhi,Apple,3313
09 Oct 2017,Delhi,Apple,2422
09 Oct 2017,Delhi,Apple,3768
07 Oct 2017,Delhi,Apple,3059
07 Oct 2017,Delhi,Apple,3313
07 Oct 2017,Delhi,Apple,2625
07 Oct 2017,Delhi,Apple,3768
06 Oct 2017,Delhi,Apple,3111
06 Oct 2017,Delhi,Apple,3250
06 Oct 2017,Delhi,Apple,2422
06 Oct 2017,Delhi,Apple,4775
05 Oct 2017,Delhi,Apple,3000
05 Oct 2017,Delhi,Apple,2422
05 Oct 2017,Delhi,Apple,4858
04 Oct 2017,Delhi,Apple,3000
04 Oct 2017,Delhi,Apple,3282
04 Oct 2017,Delhi,Apple,2422
04 Oct 2017,Delhi,Apple,4858
03 Oct 2017,Delhi,Apple,3000
03 Oct 2017,Delhi,Apple,3281
03 Oct 2017,Delhi,Apple,2422
03 Oct 2017,Delhi,Apple,4838
30 Sep 2017,Delhi,Apple,3000
30 Sep 2017,Delhi,Apple,3888
29 Sep 2017,Delhi,Apple,3000
29 Sep 2017,Delhi,Apple,3370
29 Sep 2017,Delhi,Apple,4933
28 Sep 2017,Delhi,Apple,3000
28 Sep 2017,Delhi,Apple,3370
28 Sep 2017,Delhi,Apple,4933
28 Sep 2017,Delhi,Apple,4933
27 Sep 2017,Delhi,Apple,3000
27 Sep 2017,Delhi,Apple,3370
27 Sep 2017,Delhi,Apple,4933
26 Sep 2017,Delhi,Apple,2844
26 Sep 2017,Delhi,Apple,2375
26 Sep 2017,Delhi,Apple,5079
25 Sep 2017,Delhi,Apple,2844
25 Sep 2017,Delhi,Apple,2375
25 Sep 2017,Delhi,Apple,5058
23 Sep 2017,Delhi,Apple,2844
23 Sep 2017,Delhi,Apple,2375
23 Sep 2017,Delhi,Apple,5058
22 Sep 2017,Delhi,Apple,2844
22 Sep 2017,Delhi,Apple,2375
22 Sep 2017,Delhi,Apple,5058
21 Sep 2017,Delhi,Apple,2844
21 Sep 2017,Delhi,Apple,2375
21 Sep 2017,Delhi,Apple,5058
20 Sep 2017,Delhi,Apple,2917
20 Sep 2017,Delhi,Apple,2375
20 Sep 2017,Delhi,Apple,5058
19 Sep 2017,Delhi,Apple,2917
19 Sep 2017,Delhi,Apple,2375
19 Sep 2017,Delhi,Apple,5058
18 Sep 2017,Delhi,Apple,2917
18 Sep 2017,Delhi,Apple,2375
18 Sep 2017,Delhi,Apple,5017
16 Sep 2017,Delhi,Apple,2917
16 Sep 2017,Delhi,Apple,3353
16 Sep 2017,Delhi,Apple,3872
15 Sep 2017,Delhi,Apple,2917
15 Sep 2017,Delhi,Apple,2354
15 Sep 2017,Delhi,Apple,5017
14 Sep 2017,Delhi,Apple,2917
14 Sep 2017,Delhi,Apple,2354
14 Sep 2017,Delhi,Apple,5467
13 Sep 2017,Delhi,Apple,3021
13 Sep 2017,Delhi,Apple,2354
13 Sep 2017,Delhi,Apple,5425
12 Sep 2017,Delhi,Apple,3021
12 Sep 2017,Delhi,Apple,2354
12 Sep 2017,Delhi,Apple,5425
11 Sep 2017,Delhi,Apple,2604
11 Sep 2017,Delhi,Apple,2313
11 Sep 2017,Delhi,Apple,5321
09 Sep 2017,Delhi,Apple,2604
09 Sep 2017,Delhi,Apple,2313
09 Sep 2017,Delhi,Apple,5321
08 Sep 2017,Delhi,Apple,2604
08 Sep 2017,Delhi,Apple,2313
08 Sep 2017,Delhi,Apple,5321
07 Sep 2017,Delhi,Apple,2604
07 Sep 2017,Delhi,Apple,2313
07 Sep 2017,Delhi,Apple,5363
06 Sep 2017,Delhi,Apple,2313
06 Sep 2017,Delhi,Apple,5258
05 Sep 2017,Delhi,Apple,2484
05 Sep 2017,Delhi,Apple,5375
04 Sep 2017,Delhi,Apple,2229
04 Sep 2017,Delhi,Apple,3267
04 Sep 2017,Delhi,Apple,5958
02 Sep 2017,Delhi,Apple,2229
02 Sep 2017,Delhi,Apple,5667
01 Sep 2017,Delhi,Apple,2229
01 Sep 2017,Delhi,Apple,5708
31 Aug 2017,Delhi,Apple,5750
30 Aug 2017,Delhi,Apple,5750
29 Aug 2017,Delhi,Apple,2030
29 Aug 2017,Delhi,Apple,6000
28 Aug 2017,Delhi,Apple,2030
28 Aug 2017,Delhi,Apple,3167
28 Aug 2017,Delhi,Apple,6229
26 Aug 2017,Delhi,Apple,2030
26 Aug 2017,Delhi,Apple,3167
26 Aug 2017,Delhi,Apple,4607
26 Aug 2017,Delhi,Apple,3500
26 Aug 2017,Delhi,Apple,6229
25 Aug 2017,Delhi,Apple,2030
25 Aug 2017,Delhi,Apple,4508
25 Aug 2017,Delhi,Apple,3292
25 Aug 2017,Delhi,Apple,6229
24 Aug 2017,Delhi,Apple,2030
24 Aug 2017,Delhi,Apple,4508
24 Aug 2017,Delhi,Apple,4331
24 Aug 2017,Delhi,Apple,3292
24 Aug 2017,Delhi,Apple,5938
23 Aug 2017,Delhi,Apple,2030
23 Aug 2017,Delhi,Apple,3521
23 Aug 2017,Delhi,Apple,4331
23 Aug 2017,Delhi,Apple,3292
23 Aug 2017,Delhi,Apple,4979
22 Aug 2017,Delhi,Apple,2014
22 Aug 2017,Delhi,Apple,3500
22 Aug 2017,Delhi,Apple,4331
22 Aug 2017,Delhi,Apple,3292
22 Aug 2017,Delhi,Apple,4979
21 Aug 2017,Delhi,Apple,2014
21 Aug 2017,Delhi,Apple,3500
21 Aug 2017,Delhi,Apple,4345
21 Aug 2017,Delhi,Apple,3292
21 Aug 2017,Delhi,Apple,4979
19 Aug 2017,Delhi,Apple,2014
19 Aug 2017,Delhi,Apple,4442
19 Aug 2017,Delhi,Apple,3183
19 Aug 2017,Delhi,Apple,5167
18 Aug 2017,Delhi,Apple,2014
18 Aug 2017,Delhi,Apple,4415
18 Aug 2017,Delhi,Apple,3183
18 Aug 2017,Delhi,Apple,5167
17 Aug 2017,Delhi,Apple,2014
17 Aug 2017,Delhi,Apple,4415
17 Aug 2017,Delhi,Apple,3183
17 Aug 2017,Delhi,Apple,5167
16 Aug 2017,Delhi,Apple,2014
16 Aug 2017,Delhi,Apple,4194
16 Aug 2017,Delhi,Apple,3250
16 Aug 2017,Delhi,Apple,6708
14 Aug 2017,Delhi,Apple,2014
14 Aug 2017,Delhi,Apple,5042
14 Aug 2017,Delhi,Apple,3000
14 Aug 2017,Delhi,Apple,4417
14 Aug 2017,Delhi,Apple,6708
12 Aug 2017,Delhi,Apple,2059
12 Aug 2017,Delhi,Apple,4726
12 Aug 2017,Delhi,Apple,3083
12 Aug 2017,Delhi,Apple,4500
12 Aug 2017,Delhi,Apple,6583
11 Aug 2017,Delhi,Apple,4705
11 Aug 2017,Delhi,Apple,6500
10 Aug 2017,Delhi,Apple,4733
10 Aug 2017,Delhi,Apple,6458
09 Aug 2017,Delhi,Apple,4750
09 Aug 2017,Delhi,Apple,4551
08 Aug 2017,Delhi,Apple,4750
08 Aug 2017,Delhi,Apple,6458
07 Aug 2017,Delhi,Apple,2059
07 Aug 2017,Delhi,Apple,1920
07 Aug 2017,Delhi,Apple,4944
07 Aug 2017,Delhi,Apple,3083
07 Aug 2017,Delhi,Apple,4500
07 Aug 2017,Delhi,Apple,6458
05 Aug 2017,Delhi,Apple,4944
05 Aug 2017,Delhi,Apple,6500
04 Aug 2017,Delhi,Apple,5138
04 Aug 2017,Delhi,Apple,7167
03 Aug 2017,Delhi,Apple,2124
03 Aug 2017,Delhi,Apple,5221
03 Aug 2017,Delhi,Apple,7417
01 Aug 2017,Delhi,Apple,2124
01 Aug 2017,Delhi,Apple,5193
01 Aug 2017,Delhi,Apple,6442
29 Jul 2017,Delhi,Apple,5226
29 Jul 2017,Delhi,Apple,6525
28 Jul 2017,Delhi,Apple,5138
28 Jul 2017,Delhi,Apple,6467
27 Jul 2017,Delhi,Apple,5333
27 Jul 2017,Delhi,Apple,4945
27 Jul 2017,Delhi,Apple,6467
26 Jul 2017,Delhi,Apple,5333
26 Jul 2017,Delhi,Apple,4808
26 Jul 2017,Delhi,Apple,7333
25 Jul 2017,Delhi,Apple,5333
25 Jul 2017,Delhi,Apple,4773
25 Jul 2017,Delhi,Apple,7333
24 Jul 2017,Delhi,Apple,5333
24 Jul 2017,Delhi,Apple,4776
24 Jul 2017,Delhi,Apple,7333
22 Jul 2017,Delhi,Apple,5333
22 Jul 2017,Delhi,Apple,5596
22 Jul 2017,Delhi,Apple,7625
21 Jul 2017,Delhi,Apple,5333
21 Jul 2017,Delhi,Apple,5552
21 Jul 2017,Delhi,Apple,8808
20 Jul 2017,Delhi,Apple,5333
20 Jul 2017,Delhi,Apple,5552
20 Jul 2017,Delhi,Apple,8808
19 Jul 2017,Delhi,Apple,5333
19 Jul 2017,Delhi,Apple,4042
19 Jul 2017,Delhi,Apple,2244
19 Jul 2017,Delhi,Apple,5552
19 Jul 2017,Delhi,Apple,8808
18 Jul 2017,Delhi,Apple,2619
18 Jul 2017,Delhi,Apple,5889
18 Jul 2017,Delhi,Apple,8780
17 Jul 2017,Delhi,Apple,5889
17 Jul 2017,Delhi,Apple,8780
15 Jul 2017,Delhi,Apple,5889
15 Jul 2017,Delhi,Apple,5742
14 Jul 2017,Delhi,Apple,5889
14 Jul 2017,Delhi,Apple,8560
13 Jul 2017,Delhi,Apple,5576
13 Jul 2017,Delhi,Apple,6000
12 Jul 2017,Delhi,Apple,5198
12 Jul 2017,Delhi,Apple,6750
11 Jul 2017,Delhi,Apple,5198
11 Jul 2017,Delhi,Apple,6000
10 Jul 2017,Delhi,Apple,5198
10 Jul 2017,Delhi,Apple,6000
08 Jul 2017,Delhi,Apple,5198
08 Jul 2017,Delhi,Apple,6000
07 Jul 2017,Delhi,Apple,5198
07 Jul 2017,Delhi,Apple,6000
06 Jul 2017,Delhi,Apple,5198
06 Jul 2017,Delhi,Apple,6000
05 Jul 2017,Delhi,Apple,5198
05 Jul 2017,Delhi,Apple,6000
04 Jul 2017,Delhi,Apple,4570
04 Jul 2017,Delhi,Apple,6000
03 Jul 2017,Delhi,Apple,4920
01 Jul 2017,Delhi,Apple,4371
01 Jul 2017,Delhi,Apple,6000
30 Jun 2017,Delhi,Apple,4920
30 Jun 2017,Delhi,Apple,6000
29 Jun 2017,Delhi,Apple,4920
29 Jun 2017,Delhi,Apple,6000
28 Jun 2017,Delhi,Apple,4920
28 Jun 2017,Delhi,Apple,6000
27 Jun 2017,Delhi,Apple,4920
27 Jun 2017,Delhi,Apple,6000
26 Jun 2017,Delhi,Apple,4920
26 Jun 2017,Delhi,Apple,6000
24 Jun 2017,Delhi,Apple,4920
24 Jun 2017,Delhi,Apple,6000
23 Jun 2017,Delhi,Apple,4920
23 Jun 2017,Delhi,Apple,6000
22 Jun 2017,Delhi,Apple,4920
22 Jun 2017,Delhi,Apple,6000
21 Jun 2017,Delhi,Apple,4920
21 Jun 2017,Delhi,Apple,6000
20 Jun 2017,Delhi,Apple,4920
20 Jun 2017,Delhi,Apple,6000
19 Jun 2017,Delhi,Apple,4920
19 Jun 2017,Delhi,Apple,6000
17 Jun 2017,Delhi,Apple,4920
17 Jun 2017,Delhi,Apple,6000
16 Jun 2017,Delhi,Apple,4920
16 Jun 2017,Delhi,Apple,6000
15 Jun 2017,Delhi,Apple,4920
15 Jun 2017,Delhi,Apple,6000
14 Jun 2017,Delhi,Apple,4920
14 Jun 2017,Delhi,Apple,6000
13 Jun 2017,Delhi,Apple,4920
13 Jun 2017,Delhi,Apple,6000
12 Jun 2017,Delhi,Apple,5000
12 Jun 2017,Delhi,Apple,4920
12 Jun 2017,Delhi,Apple,6750
10 Jun 2017,Delhi,Apple,5570
10 Jun 2017,Delhi,Apple,6750
09 Jun 2017,Delhi,Apple,5570
09 Jun 2017,Delhi,Apple,6750
08 Jun 2017,Delhi,Apple,5570
08 Jun 2017,Delhi,Apple,6750
07 Jun 2017,Delhi,Apple,5570
07 Jun 2017,Delhi,Apple,6750
06 Jun 2017,Delhi,Apple,5570
06 Jun 2017,Delhi,Apple,6750
05 Jun 2017,Delhi,Apple,5570
05 Jun 2017,Delhi,Apple,6750
03 Jun 2017,Delhi,Apple,4325
03 Jun 2017,Delhi,Apple,5570
03 Jun 2017,Delhi,Apple,6750
02 Jun 2017,Delhi,Apple,4325
02 Jun 2017,Delhi,Apple,5570
02 Jun 2017,Delhi,Apple,6750
01 Jun 2017,Delhi,Apple,4325
01 Jun 2017,Delhi,Apple,5570
01 Jun 2017,Delhi,Apple,6750
31 May 2017,Delhi,Apple,4775
31 May 2017,Delhi,Apple,5570
31 May 2017,Delhi,Apple,6750
30 May 2017,Delhi,Apple,5743
30 May 2017,Delhi,Apple,5570
30 May 2017,Delhi,Apple,6750
29 May 2017,Delhi,Apple,5963
29 May 2017,Delhi,Apple,5570
29 May 2017,Delhi,Apple,6750
27 May 2017,Delhi,Apple,6025
27 May 2017,Delhi,Apple,5750
27 May 2017,Delhi,Apple,6750
26 May 2017,Delhi,Apple,6025
26 May 2017,Delhi,Apple,5750
26 May 2017,Delhi,Apple,6750
25 May 2017,Delhi,Apple,6025
25 May 2017,Delhi,Apple,5135
25 May 2017,Delhi,Apple,6750
24 May 2017,Delhi,Apple,5656
24 May 2017,Delhi,Apple,4470
24 May 2017,Delhi,Apple,7400
23 May 2017,Delhi,Apple,5656
23 May 2017,Delhi,Apple,4470
23 May 2017,Delhi,Apple,7400
22 May 2017,Delhi,Apple,5656
22 May 2017,Delhi,Apple,4470
22 May 2017,Delhi,Apple,7400
20 May 2017,Delhi,Apple,5115
20 May 2017,Delhi,Apple,4420
20 May 2017,Delhi,Apple,7400
19 May 2017,Delhi,Apple,5115
19 May 2017,Delhi,Apple,4420
19 May 2017,Delhi,Apple,7400
18 May 2017,Delhi,Apple,5115
18 May 2017,Delhi,Apple,4420
18 May 2017,Delhi,Apple,7400
17 May 2017,Delhi,Apple,5115
17 May 2017,Delhi,Apple,4420
17 May 2017,Delhi,Apple,7400
16 May 2017,Delhi,Apple,5516
16 May 2017,Delhi,Apple,4344
16 May 2017,Delhi,Apple,7367
15 May 2017,Delhi,Apple,5620
15 May 2017,Delhi,Apple,5581
15 May 2017,Delhi,Apple,7367
13 May 2017,Delhi,Apple,5620
13 May 2017,Delhi,Apple,5875
13 May 2017,Delhi,Apple,7367
12 May 2017,Delhi,Apple,5964
12 May 2017,Delhi,Apple,6031
12 May 2017,Delhi,Apple,7367
11 May 2017,Delhi,Apple,5964
11 May 2017,Delhi,Apple,6031
11 May 2017,Delhi,Apple,7367
10 May 2017,Delhi,Apple,5669
10 May 2017,Delhi,Apple,6031
10 May 2017,Delhi,Apple,7367
09 May 2017,Delhi,Apple,5669
09 May 2017,Delhi,Apple,6031
09 May 2017,Delhi,Apple,7367
08 May 2017,Delhi,Apple,5747
08 May 2017,Delhi,Apple,6031
08 May 2017,Delhi,Apple,7367
06 May 2017,Delhi,Apple,5481
06 May 2017,Delhi,Apple,6031
06 May 2017,Delhi,Apple,7367
05 May 2017,Delhi,Apple,5460
05 May 2017,Delhi,Apple,5469
05 May 2017,Delhi,Apple,7367
04 May 2017,Delhi,Apple,5596
04 May 2017,Delhi,Apple,6344
04 May 2017,Delhi,Apple,7367
03 May 2017,Delhi,Apple,5559
03 May 2017,Delhi,Apple,6469
03 May 2017,Delhi,Apple,7550
02 May 2017,Delhi,Apple,5507
02 May 2017,Delhi,Apple,6375
02 May 2017,Delhi,Apple,7767
01 May 2017,Delhi,Apple,5481
01 May 2017,Delhi,Apple,6375
01 May 2017,Delhi,Apple,7767
29 Apr 2017,Delhi,Apple,5226
29 Apr 2017,Delhi,Apple,6375
29 Apr 2017,Delhi,Apple,7767
28 Apr 2017,Delhi,Apple,5364
28 Apr 2017,Delhi,Apple,6375
28 Apr 2017,Delhi,Apple,7767
27 Apr 2017,Delhi,Apple,5416
27 Apr 2017,Delhi,Apple,6375
27 Apr 2017,Delhi,Apple,7767
26 Apr 2017,Delhi,Apple,5494
26 Apr 2017,Delhi,Apple,6375
26 Apr 2017,Delhi,Apple,7767
25 Apr 2017,Delhi,Apple,5489
25 Apr 2017,Delhi,Apple,6188
25 Apr 2017,Delhi,Apple,7767
24 Apr 2017,Delhi,Apple,5921
24 Apr 2017,Delhi,Apple,6188
24 Apr 2017,Delhi,Apple,7767
22 Apr 2017,Delhi,Apple,5938
22 Apr 2017,Delhi,Apple,6156
22 Apr 2017,Delhi,Apple,7767
21 Apr 2017,Delhi,Apple,5979
21 Apr 2017,Delhi,Apple,6156
21 Apr 2017,Delhi,Apple,7767
20 Apr 2017,Delhi,Apple,6005
