Price Date,States,Commodity,Modal Price (Rs./Quintal)
23 May 2019,Delhi,Apple,6767
22 May 2019,Delhi,Apple,5667
22 May 2019,Delhi,Apple,6767
21 May 2019,Delhi,Apple,5500
21 May 2019,Delhi,Apple,6767
20 May 2019,Delhi,Apple,5500
20 May 2019,Delhi,Apple,6767
18 May 2019,Delhi,Apple,5833
18 May 2019,Delhi,Apple,6767
17 May 2019,Delhi,Apple,5833
17 May 2019,Delhi,Apple,6767
16 May 2019,Delhi,Apple,5833
16 May 2019,Delhi,Apple,6767
15 May 2019,Delhi,Apple,5833
15 May 2019,Delhi,Apple,6767
14 May 2019,Delhi,Apple,5833
14 May 2019,Delhi,Apple,6767
13 May 2019,Delhi,Apple,5833
13 May 2019,Delhi,Apple,7720
11 May 2019,Delhi,Apple,5833
11 May 2019,Delhi,Apple,7720
10 May 2019,Delhi,Apple,6767
09 May 2019,Delhi,Apple,5833
09 May 2019,Delhi,Apple,6767
08 May 2019,Delhi,Apple,5833
08 May 2019,Delhi,Apple,6767
07 May 2019,Delhi,Apple,5833
07 May 2019,Delhi,Apple,6767
06 May 2019,Delhi,Apple,5833
06 May 2019,Delhi,Apple,6767
04 May 2019,Delhi,Apple,5833
04 May 2019,Delhi,Apple,6767
03 May 2019,Delhi,Apple,5833
03 May 2019,Delhi,Apple,6767
02 May 2019,Delhi,Apple,6767
01 May 2019,Delhi,Apple,5833
01 May 2019,Delhi,Apple,6767
30 Apr 2019,Delhi,Apple,5833
30 Apr 2019,Delhi,Apple,6767
29 Apr 2019,Delhi,Apple,5833
29 Apr 2019,Delhi,Apple,6767
27 Apr 2019,Delhi,Apple,6000
27 Apr 2019,Delhi,Apple,6767
26 Apr 2019,Delhi,Apple,6000
26 Apr 2019,Delhi,Apple,6767
25 Apr 2019,Delhi,Apple,6000
25 Apr 2019,Delhi,Apple,6767
24 Apr 2019,Delhi,Apple,6167
24 Apr 2019,Delhi,Apple,6767
23 Apr 2019,Delhi,Apple,6167
23 Apr 2019,Delhi,Apple,6767
22 Apr 2019,Delhi,Apple,6000
22 Apr 2019,Delhi,Apple,6767
20 Apr 2019,Delhi,Apple,6000
20 Apr 2019,Delhi,Apple,6767
19 Apr 2019,Delhi,Apple,6000
19 Apr 2019,Delhi,Apple,6767
18 Apr 2019,Delhi,Apple,6767
17 Apr 2019,Delhi,Apple,6167
17 Apr 2019,Delhi,Apple,6767
16 Apr 2019,Delhi,Apple,6333
16 Apr 2019,Delhi,Apple,6767
15 Apr 2019,Delhi,Apple,6167
15 Apr 2019,Delhi,Apple,6767
13 Apr 2019,Delhi,Apple,6000
13 Apr 2019,Delhi,Apple,6767
12 Apr 2019,Delhi,Apple,6000
12 Apr 2019,Delhi,Apple,6767
11 Apr 2019,Delhi,Apple,6000
11 Apr 2019,Delhi,Apple,6767
10 Apr 2019,Delhi,Apple,6000
10 Apr 2019,Delhi,Apple,6767
09 Apr 2019,Delhi,Apple,6767
08 Apr 2019,Delhi,Apple,6000
08 Apr 2019,Delhi,Apple,6767
06 Apr 2019,Delhi,Apple,6000
06 Apr 2019,Delhi,Apple,6767
05 Apr 2019,Delhi,Apple,6000
05 Apr 2019,Delhi,Apple,6767
04 Apr 2019,Delhi,Apple,5500
04 Apr 2019,Delhi,Apple,6767
03 Apr 2019,Delhi,Apple,5500
03 Apr 2019,Delhi,Apple,6767
02 Apr 2019,Delhi,Apple,5500
02 Apr 2019,Delhi,Apple,6767
01 Apr 2019,Delhi,Apple,5500
01 Apr 2019,Delhi,Apple,6767
30 Mar 2019,Delhi,Apple,5500
30 Mar 2019,Delhi,Apple,6800
29 Mar 2019,Delhi,Apple,5500
29 Mar 2019,Delhi,Apple,6800
27 Mar 2019,Delhi,Apple,5500
27 Mar 2019,Delhi,Apple,6800
26 Mar 2019,Delhi,Apple,5333
26 Mar 2019,Delhi,Apple,6800
25 Mar 2019,Delhi,Apple,5333
25 Mar 2019,Delhi,Apple,6800
23 Mar 2019,Delhi,Apple,4333
22 Mar 2019,Delhi,Apple,4375
22 Mar 2019,Delhi,Apple,4333
20 Mar 2019,Delhi,Apple,4375
20 Mar 2019,Delhi,Apple,4333
19 Mar 2019,Delhi,Apple,4375
19 Mar 2019,Delhi,Apple,4333
18 Mar 2019,Delhi,Apple,4375
18 Mar 2019,Delhi,Apple,4333
16 Mar 2019,Delhi,Apple,4375
16 Mar 2019,Delhi,Apple,4333
15 Mar 2019,Delhi,Apple,4375
15 Mar 2019,Delhi,Apple,4333
14 Mar 2019,Delhi,Apple,4688
14 Mar 2019,Delhi,Apple,4333
13 Mar 2019,Delhi,Apple,4688
13 Mar 2019,Delhi,Apple,4333
12 Mar 2019,Delhi,Apple,4688
12 Mar 2019,Delhi,Apple,4333
11 Mar 2019,Delhi,Apple,4688
11 Mar 2019,Delhi,Apple,4333
09 Mar 2019,Delhi,Apple,4896
09 Mar 2019,Delhi,Apple,4067
08 Mar 2019,Delhi,Apple,4896
08 Mar 2019,Delhi,Apple,4067
07 Mar 2019,Delhi,Apple,4896
07 Mar 2019,Delhi,Apple,4067
06 Mar 2019,Delhi,Apple,4896
06 Mar 2019,Delhi,Apple,4067
05 Mar 2019,Delhi,Apple,4896
05 Mar 2019,Delhi,Apple,4067
04 Mar 2019,Delhi,Apple,4896
04 Mar 2019,Delhi,Apple,4067
02 Mar 2019,Delhi,Apple,4896
02 Mar 2019,Delhi,Apple,4067
01 Mar 2019,Delhi,Apple,4896
01 Mar 2019,Delhi,Apple,4067
28 Feb 2019,Delhi,Apple,4958
28 Feb 2019,Delhi,Apple,4000
27 Feb 2019,Delhi,Apple,4958
27 Feb 2019,Delhi,Apple,4000
26 Feb 2019,Delhi,Apple,4958
26 Feb 2019,Delhi,Apple,4120
25 Feb 2019,Delhi,Apple,4120
23 Feb 2019,Delhi,Apple,4958
23 Feb 2019,Delhi,Apple,4120
22 Feb 2019,Delhi,Apple,3104
22 Feb 2019,Delhi,Apple,4958
22 Feb 2019,Delhi,Apple,4200
21 Feb 2019,Delhi,Apple,3135
21 Feb 2019,Delhi,Apple,4917
21 Feb 2019,Delhi,Apple,4200
20 Feb 2019,Delhi,Apple,3135
20 Feb 2019,Delhi,Apple,4917
20 Feb 2019,Delhi,Apple,4200
19 Feb 2019,Delhi,Apple,3292
19 Feb 2019,Delhi,Apple,5063
19 Feb 2019,Delhi,Apple,4200
18 Feb 2019,Delhi,Apple,3292
18 Feb 2019,Delhi,Apple,5063
18 Feb 2019,Delhi,Apple,4200
16 Feb 2019,Delhi,Apple,4250
16 Feb 2019,Delhi,Apple,5271
16 Feb 2019,Delhi,Apple,4240
15 Feb 2019,Delhi,Apple,4250
15 Feb 2019,Delhi,Apple,4438
15 Feb 2019,Delhi,Apple,4320
14 Feb 2019,Delhi,Apple,4250
14 Feb 2019,Delhi,Apple,5313
14 Feb 2019,Delhi,Apple,4320
13 Feb 2019,Delhi,Apple,4250
13 Feb 2019,Delhi,Apple,5313
13 Feb 2019,Delhi,Apple,4320
12 Feb 2019,Delhi,Apple,3583
12 Feb 2019,Delhi,Apple,5188
12 Feb 2019,Delhi,Apple,7680
11 Feb 2019,Delhi,Apple,4240
11 Feb 2019,Delhi,Apple,7400
09 Feb 2019,Delhi,Apple,5188
09 Feb 2019,Delhi,Apple,7400
08 Feb 2019,Delhi,Apple,4063
08 Feb 2019,Delhi,Apple,5313
08 Feb 2019,Delhi,Apple,4480
07 Feb 2019,Delhi,Apple,4000
07 Feb 2019,Delhi,Apple,5313
07 Feb 2019,Delhi,Apple,4480
06 Feb 2019,Delhi,Apple,3875
06 Feb 2019,Delhi,Apple,5500
06 Feb 2019,Delhi,Apple,4480
05 Feb 2019,Delhi,Apple,3688
05 Feb 2019,Delhi,Apple,5500
05 Feb 2019,Delhi,Apple,4480
04 Feb 2019,Delhi,Apple,3688
04 Feb 2019,Delhi,Apple,5500
04 Feb 2019,Delhi,Apple,4480
02 Feb 2019,Delhi,Apple,3750
02 Feb 2019,Delhi,Apple,5250
02 Feb 2019,Delhi,Apple,4480
01 Feb 2019,Delhi,Apple,3750
01 Feb 2019,Delhi,Apple,5375
01 Feb 2019,Delhi,Apple,4480
31 Jan 2019,Delhi,Apple,3750
31 Jan 2019,Delhi,Apple,5375
31 Jan 2019,Delhi,Apple,4480
30 Jan 2019,Delhi,Apple,3750
30 Jan 2019,Delhi,Apple,5375
30 Jan 2019,Delhi,Apple,4480
29 Jan 2019,Delhi,Apple,3750
29 Jan 2019,Delhi,Apple,5375
29 Jan 2019,Delhi,Apple,4480
28 Jan 2019,Delhi,Apple,3750
28 Jan 2019,Delhi,Apple,5375
28 Jan 2019,Delhi,Apple,4640
25 Jan 2019,Delhi,Apple,3750
25 Jan 2019,Delhi,Apple,5375
25 Jan 2019,Delhi,Apple,4600
24 Jan 2019,Delhi,Apple,3750
24 Jan 2019,Delhi,Apple,5375
24 Jan 2019,Delhi,Apple,4400
23 Jan 2019,Delhi,Apple,3750
23 Jan 2019,Delhi,Apple,5375
23 Jan 2019,Delhi,Apple,4400
22 Jan 2019,Delhi,Apple,3438
22 Jan 2019,Delhi,Apple,5375
22 Jan 2019,Delhi,Apple,4400
21 Jan 2019,Delhi,Apple,3438
21 Jan 2019,Delhi,Apple,5375
21 Jan 2019,Delhi,Apple,5600
19 Jan 2019,Delhi,Apple,3438
19 Jan 2019,Delhi,Apple,5375
19 Jan 2019,Delhi,Apple,4400
18 Jan 2019,Delhi,Apple,3438
18 Jan 2019,Delhi,Apple,5375
18 Jan 2019,Delhi,Apple,4400
17 Jan 2019,Delhi,Apple,3438
17 Jan 2019,Delhi,Apple,5375
17 Jan 2019,Delhi,Apple,4400
16 Jan 2019,Delhi,Apple,3438
16 Jan 2019,Delhi,Apple,5375
16 Jan 2019,Delhi,Apple,4800
15 Jan 2019,Delhi,Apple,3438
15 Jan 2019,Delhi,Apple,5375
15 Jan 2019,Delhi,Apple,6400
14 Jan 2019,Delhi,Apple,3438
14 Jan 2019,Delhi,Apple,5375
14 Jan 2019,Delhi,Apple,6400
12 Jan 2019,Delhi,Apple,3146
12 Jan 2019,Delhi,Apple,4771
12 Jan 2019,Delhi,Apple,7375
11 Jan 2019,Delhi,Apple,3438
11 Jan 2019,Delhi,Apple,4688
11 Jan 2019,Delhi,Apple,6400
10 Jan 2019,Delhi,Apple,3156
10 Jan 2019,Delhi,Apple,4771
10 Jan 2019,Delhi,Apple,6800
08 Jan 2019,Delhi,Apple,4427
08 Jan 2019,Delhi,Apple,8250
07 Jan 2019,Delhi,Apple,4427
07 Jan 2019,Delhi,Apple,8250
05 Jan 2019,Delhi,Apple,4375
05 Jan 2019,Delhi,Apple,8000
04 Jan 2019,Delhi,Apple,4375
04 Jan 2019,Delhi,Apple,8000
03 Jan 2019,Delhi,Apple,4375
03 Jan 2019,Delhi,Apple,8000
02 Jan 2019,Delhi,Apple,8000
01 Jan 2019,Delhi,Apple,4375
01 Jan 2019,Delhi,Apple,8000
31 Dec 2018,Delhi,Apple,4375
31 Dec 2018,Delhi,Apple,8000
28 Dec 2018,Delhi,Apple,8250
27 Dec 2018,Delhi,Apple,8000
25 Dec 2018,Delhi,Apple,6500
24 Dec 2018,Delhi,Apple,6500
22 Dec 2018,Delhi,Apple,6500
21 Dec 2018,Delhi,Apple,6000
20 Dec 2018,Delhi,Apple,5500
19 Dec 2018,Delhi,Apple,5500
18 Dec 2018,Delhi,Apple,5500
15 Dec 2018,Delhi,Apple,5500
13 Dec 2018,Delhi,Apple,7750
11 Dec 2018,Delhi,Apple,6500
08 Dec 2018,Delhi,Apple,6500
07 Dec 2018,Delhi,Apple,6500
05 Dec 2018,Delhi,Apple,4000
05 Dec 2018,Delhi,Apple,6500
01 Dec 2018,Delhi,Apple,3906
01 Dec 2018,Delhi,Apple,8250
30 Nov 2018,Delhi,Apple,3906
30 Nov 2018,Delhi,Apple,3440
30 Nov 2018,Delhi,Apple,3400
29 Nov 2018,Delhi,Apple,3906
29 Nov 2018,Delhi,Apple,4000
28 Nov 2018,Delhi,Apple,4000
24 Nov 2018,Delhi,Apple,6000
24 Nov 2018,Delhi,Apple,5500
23 Nov 2018,Delhi,Apple,6000
23 Nov 2018,Delhi,Apple,5500
22 Nov 2018,Delhi,Apple,6000
22 Nov 2018,Delhi,Apple,5500
21 Nov 2018,Delhi,Apple,5500
21 Nov 2018,Delhi,Apple,5075
19 Nov 2018,Delhi,Apple,7233
19 Nov 2018,Delhi,Apple,5075
17 Nov 2018,Delhi,Apple,7000
17 Nov 2018,Delhi,Apple,6750
16 Nov 2018,Delhi,Apple,7000
16 Nov 2018,Delhi,Apple,6750
14 Nov 2018,Delhi,Apple,7000
14 Nov 2018,Delhi,Apple,6750
13 Nov 2018,Delhi,Apple,6917
13 Nov 2018,Delhi,Apple,6750
12 Nov 2018,Delhi,Apple,6250
12 Nov 2018,Delhi,Apple,6750
09 Nov 2018,Delhi,Apple,6250
09 Nov 2018,Delhi,Apple,6750
06 Nov 2018,Delhi,Apple,3000
06 Nov 2018,Delhi,Apple,6750
03 Nov 2018,Delhi,Apple,3000
03 Nov 2018,Delhi,Apple,6750
02 Nov 2018,Delhi,Apple,3000
02 Nov 2018,Delhi,Apple,6750
31 Oct 2018,Delhi,Apple,3000
31 Oct 2018,Delhi,Apple,6750
30 Oct 2018,Delhi,Apple,3000
30 Oct 2018,Delhi,Apple,6750
29 Oct 2018,Delhi,Apple,3000
29 Oct 2018,Delhi,Apple,6750
27 Oct 2018,Delhi,Apple,3000
27 Oct 2018,Delhi,Apple,6750
27 Oct 2018,Delhi,Apple,6750
26 Oct 2018,Delhi,Apple,3000
26 Oct 2018,Delhi,Apple,6750
23 Oct 2018,Delhi,Apple,6750
22 Oct 2018,Delhi,Apple,7000
17 Oct 2018,Delhi,Apple,6750
16 Oct 2018,Delhi,Apple,6750
15 Oct 2018,Delhi,Apple,5247
12 Oct 2018,Delhi,Apple,5233
11 Oct 2018,Delhi,Apple,5200
09 Oct 2018,Delhi,Apple,5183
08 Oct 2018,Delhi,Apple,5200
05 Oct 2018,Delhi,Apple,5200
01 Oct 2018,Delhi,Apple,5392
29 Sep 2018,Delhi,Apple,2700
29 Sep 2018,Delhi,Apple,5392
28 Sep 2018,Delhi,Apple,2700
28 Sep 2018,Delhi,Apple,5325
27 Sep 2018,Delhi,Apple,2667
27 Sep 2018,Delhi,Apple,5133
26 Sep 2018,Delhi,Apple,2640
26 Sep 2018,Delhi,Apple,5233
24 Sep 2018,Delhi,Apple,2700
24 Sep 2018,Delhi,Apple,5260
22 Sep 2018,Delhi,Apple,3200
22 Sep 2018,Delhi,Apple,5483
21 Sep 2018,Delhi,Apple,3700
21 Sep 2018,Delhi,Apple,5483
20 Sep 2018,Delhi,Apple,3700
20 Sep 2018,Delhi,Apple,5483
18 Sep 2018,Delhi,Apple,4333
18 Sep 2018,Delhi,Apple,5533
17 Sep 2018,Delhi,Apple,3251
17 Sep 2018,Delhi,Apple,2667
17 Sep 2018,Delhi,Apple,3467
17 Sep 2018,Delhi,Apple,2367
17 Sep 2018,Delhi,Apple,3850
15 Sep 2018,Delhi,Apple,3776
15 Sep 2018,Delhi,Apple,2667
15 Sep 2018,Delhi,Apple,3467
15 Sep 2018,Delhi,Apple,2367
15 Sep 2018,Delhi,Apple,4333
15 Sep 2018,Delhi,Apple,5533
13 Sep 2018,Delhi,Apple,3229
13 Sep 2018,Delhi,Apple,2583
13 Sep 2018,Delhi,Apple,3521
13 Sep 2018,Delhi,Apple,2367
12 Sep 2018,Delhi,Apple,3333
12 Sep 2018,Delhi,Apple,2583
12 Sep 2018,Delhi,Apple,3521
12 Sep 2018,Delhi,Apple,2367
12 Sep 2018,Delhi,Apple,5408
11 Sep 2018,Delhi,Apple,3125
11 Sep 2018,Delhi,Apple,2583
11 Sep 2018,Delhi,Apple,1292
11 Sep 2018,Delhi,Apple,3521
11 Sep 2018,Delhi,Apple,2367
11 Sep 2018,Delhi,Apple,5408
10 Sep 2018,Delhi,Apple,5433
08 Sep 2018,Delhi,Apple,3680
08 Sep 2018,Delhi,Apple,5525
07 Sep 2018,Delhi,Apple,3790
07 Sep 2018,Delhi,Apple,5842
06 Sep 2018,Delhi,Apple,5367
05 Sep 2018,Delhi,Apple,4044
05 Sep 2018,Delhi,Apple,5383
04 Sep 2018,Delhi,Apple,4011
04 Sep 2018,Delhi,Apple,5533
03 Sep 2018,Delhi,Apple,4011
03 Sep 2018,Delhi,Apple,5600
01 Sep 2018,Delhi,Apple,3417
01 Sep 2018,Delhi,Apple,4091
01 Sep 2018,Delhi,Apple,5408
31 Aug 2018,Delhi,Apple,3417
31 Aug 2018,Delhi,Apple,4091
31 Aug 2018,Delhi,Apple,5408
30 Aug 2018,Delhi,Apple,4091
30 Aug 2018,Delhi,Apple,5408
29 Aug 2018,Delhi,Apple,4506
29 Aug 2018,Delhi,Apple,5755
28 Aug 2018,Delhi,Apple,4506
28 Aug 2018,Delhi,Apple,5742
27 Aug 2018,Delhi,Apple,4506
27 Aug 2018,Delhi,Apple,5742
25 Aug 2018,Delhi,Apple,4104
24 Aug 2018,Delhi,Apple,4104
23 Aug 2018,Delhi,Apple,4070
22 Aug 2018,Delhi,Apple,4269
21 Aug 2018,Delhi,Apple,4291
20 Aug 2018,Delhi,Apple,4304
18 Aug 2018,Delhi,Apple,4544
18 Aug 2018,Delhi,Apple,6342
17 Aug 2018,Delhi,Apple,4309
16 Aug 2018,Delhi,Apple,4535
16 Aug 2018,Delhi,Apple,6408
14 Aug 2018,Delhi,Apple,4869
14 Aug 2018,Delhi,Apple,6458
13 Aug 2018,Delhi,Apple,4903
13 Aug 2018,Delhi,Apple,6742
11 Aug 2018,Delhi,Apple,4903
11 Aug 2018,Delhi,Apple,6742
10 Aug 2018,Delhi,Apple,5570
10 Aug 2018,Delhi,Apple,6575
09 Aug 2018,Delhi,Apple,5605
09 Aug 2018,Delhi,Apple,6917
06 Aug 2018,Delhi,Apple,6070
04 Aug 2018,Delhi,Apple,6070
03 Aug 2018,Delhi,Apple,5316
03 Aug 2018,Delhi,Apple,6217
02 Aug 2018,Delhi,Apple,5687
02 Aug 2018,Delhi,Apple,5683
01 Aug 2018,Delhi,Apple,5613
01 Aug 2018,Delhi,Apple,5625
31 Jul 2018,Delhi,Apple,5692
30 Jul 2018,Delhi,Apple,5825
28 Jul 2018,Delhi,Apple,6133
27 Jul 2018,Delhi,Apple,4680
26 Jul 2018,Delhi,Apple,4973
25 Jul 2018,Delhi,Apple,4933
24 Jul 2018,Delhi,Apple,4933
23 Jul 2018,Delhi,Apple,3453
23 Jul 2018,Delhi,Apple,5200
21 Jul 2018,Delhi,Apple,3307
21 Jul 2018,Delhi,Apple,4600
20 Jul 2018,Delhi,Apple,3307
20 Jul 2018,Delhi,Apple,4600
19 Jul 2018,Delhi,Apple,3933
19 Jul 2018,Delhi,Apple,4400
18 Jul 2018,Delhi,Apple,3850
18 Jul 2018,Delhi,Apple,3433
17 Jul 2018,Delhi,Apple,3850
17 Jul 2018,Delhi,Apple,3667
17 Jul 2018,Delhi,Apple,6500
16 Jul 2018,Delhi,Apple,3850
16 Jul 2018,Delhi,Apple,3667
16 Jul 2018,Delhi,Apple,6500
14 Jul 2018,Delhi,Apple,3850
14 Jul 2018,Delhi,Apple,3667
14 Jul 2018,Delhi,Apple,6500
13 Jul 2018,Delhi,Apple,3850
13 Jul 2018,Delhi,Apple,3667
13 Jul 2018,Delhi,Apple,6500
12 Jul 2018,Delhi,Apple,3850
12 Jul 2018,Delhi,Apple,3667
12 Jul 2018,Delhi,Apple,6500
11 Jul 2018,Delhi,Apple,3850
11 Jul 2018,Delhi,Apple,6500
10 Jul 2018,Delhi,Apple,2424
10 Jul 2018,Delhi,Apple,6500
09 Jul 2018,Delhi,Apple,2424
09 Jul 2018,Delhi,Apple,6500
07 Jul 2018,Delhi,Apple,2424
07 Jul 2018,Delhi,Apple,6500
06 Jul 2018,Delhi,Apple,2424
06 Jul 2018,Delhi,Apple,6500
05 Jul 2018,Delhi,Apple,3850
04 Jul 2018,Delhi,Apple,3850
03 Jul 2018,Delhi,Apple,3850
02 Jul 2018,Delhi,Apple,3850
02 Jul 2018,Delhi,Apple,6500
30 Jun 2018,Delhi,Apple,3850
30 Jun 2018,Delhi,Apple,6500
29 Jun 2018,Delhi,Apple,3850
29 Jun 2018,Delhi,Apple,6500
28 Jun 2018,Delhi,Apple,4133
28 Jun 2018,Delhi,Apple,6500
27 Jun 2018,Delhi,Apple,4133
27 Jun 2018,Delhi,Apple,6500
26 Jun 2018,Delhi,Apple,4133
26 Jun 2018,Delhi,Apple,6500
25 Jun 2018,Delhi,Apple,4133
25 Jun 2018,Delhi,Apple,6500
23 Jun 2018,Delhi,Apple,4133
23 Jun 2018,Delhi,Apple,6500
22 Jun 2018,Delhi,Apple,4133
22 Jun 2018,Delhi,Apple,6500
21 Jun 2018,Delhi,Apple,4133
21 Jun 2018,Delhi,Apple,6500
20 Jun 2018,Delhi,Apple,3950
20 Jun 2018,Delhi,Apple,6467
19 Jun 2018,Delhi,Apple,3950
19 Jun 2018,Delhi,Apple,6467
18 Jun 2018,Delhi,Apple,3950
18 Jun 2018,Delhi,Apple,6467
16 Jun 2018,Delhi,Apple,3950
16 Jun 2018,Delhi,Apple,6467
15 Jun 2018,Delhi,Apple,3950
15 Jun 2018,Delhi,Apple,6467
14 Jun 2018,Delhi,Apple,3950
14 Jun 2018,Delhi,Apple,6467
13 Jun 2018,Delhi,Apple,3950
13 Jun 2018,Delhi,Apple,6467
12 Jun 2018,Delhi,Apple,3950
12 Jun 2018,Delhi,Apple,6467
11 Jun 2018,Delhi,Apple,3950
11 Jun 2018,Delhi,Apple,6467
09 Jun 2018,Delhi,Apple,3950
09 Jun 2018,Delhi,Apple,6467
08 Jun 2018,Delhi,Apple,3950
08 Jun 2018,Delhi,Apple,6467
07 Jun 2018,Delhi,Apple,3950
07 Jun 2018,Delhi,Apple,6467
06 Jun 2018,Delhi,Apple,3950
06 Jun 2018,Delhi,Apple,6367
05 Jun 2018,Delhi,Apple,3950
05 Jun 2018,Delhi,Apple,6367
04 Jun 2018,Delhi,Apple,3950
04 Jun 2018,Delhi,Apple,6367
02 Jun 2018,Delhi,Apple,3950
02 Jun 2018,Delhi,Apple,6367
01 Jun 2018,Delhi,Apple,3950
01 Jun 2018,Delhi,Apple,6367
31 May 2018,Delhi,Apple,3950
31 May 2018,Delhi,Apple,6367
30 May 2018,Delhi,Apple,3950
30 May 2018,Delhi,Apple,6367
29 May 2018,Delhi,Apple,3950
29 May 2018,Delhi,Apple,6367
28 May 2018,Delhi,Apple,3950
28 May 2018,Delhi,Apple,6367
26 May 2018,Delhi,Apple,3950
26 May 2018,Delhi,Apple,6367
25 May 2018,Delhi,Apple,3950
25 May 2018,Delhi,Apple,6367
24 May 2018,Delhi,Apple,3950
24 May 2018,Delhi,Apple,6367
23 May 2018,Delhi,Apple,3950
23 May 2018,Delhi,Apple,6367
22 May 2018,Delhi,Apple,3950
22 May 2018,Delhi,Apple,6367
21 May 2018,Delhi,Apple,3950
21 May 2018,Delhi,Apple,6367
19 May 2018,Delhi,Apple,3950
19 May 2018,Delhi,Apple,6367
18 May 2018,Delhi,Apple,3950
18 May 2018,Delhi,Apple,6367
17 May 2018,Delhi,Apple,3950
17 May 2018,Delhi,Apple,6367
16 May 2018,Delhi,Apple,3950
16 May 2018,Delhi,Apple,6367
15 May 2018,Delhi,Apple,3950
15 May 2018,Delhi,Apple,6367
14 May 2018,Delhi,Apple,3950
14 May 2018,Delhi,Apple,6367
12 May 2018,Delhi,Apple,3950
12 May 2018,Delhi,Apple,6367
11 May 2018,Delhi,Apple,3950
11 May 2018,Delhi,Apple,6367
10 May 2018,Delhi,Apple,3950
10 May 2018,Delhi,Apple,6367
09 May 2018,Delhi,Apple,3950
09 May 2018,Delhi,Apple,6367
08 May 2018,Delhi,Apple,3950
08 May 2018,Delhi,Apple,6367
07 May 2018,Delhi,Apple,3950
07 May 2018,Delhi,Apple,6317
05 May 2018,Delhi,Apple,3950
05 May 2018,Delhi,Apple,6317
04 May 2018,Delhi,Apple,3950
04 May 2018,Delhi,Apple,6317
03 May 2018,Delhi,Apple,4000
03 May 2018,Delhi,Apple,6317
02 May 2018,Delhi,Apple,4000
02 May 2018,Delhi,Apple,6317
01 May 2018,Delhi,Apple,4000
01 May 2018,Delhi,Apple,6317
30 Apr 2018,Delhi,Apple,4067
30 Apr 2018,Delhi,Apple,6383
28 Apr 2018,Delhi,Apple,4067
28 Apr 2018,Delhi,Apple,6383
27 Apr 2018,Delhi,Apple,4067
27 Apr 2018,Delhi,Apple,6383
26 Apr 2018,Delhi,Apple,4067
26 Apr 2018,Delhi,Apple,6383
25 Apr 2018,Delhi,Apple,4067
25 Apr 2018,Delhi,Apple,6383
24 Apr 2018,Delhi,Apple,4067
24 Apr 2018,Delhi,Apple,6383
20 Apr 2018,Delhi,Apple,4067
20 Apr 2018,Delhi,Apple,6383
19 Apr 2018,Delhi,Apple,4067
19 Apr 2018,Delhi,Apple,6383
18 Apr 2018,Delhi,Apple,4067
18 Apr 2018,Delhi,Apple,6383
17 Apr 2018,Delhi,Apple,4067
17 Apr 2018,Delhi,Apple,6383
16 Apr 2018,Delhi,Apple,4067
16 Apr 2018,Delhi,Apple,6383
14 Apr 2018,Delhi,Apple,4000
14 Apr 2018,Delhi,Apple,6350
13 Apr 2018,Delhi,Apple,4000
13 Apr 2018,Delhi,Apple,6350
12 Apr 2018,Delhi,Apple,4000
12 Apr 2018,Delhi,Apple,6350
11 Apr 2018,Delhi,Apple,4000
11 Apr 2018,Delhi,Apple,6350
10 Apr 2018,Delhi,Apple,4000
10 Apr 2018,Delhi,Apple,6350
09 Apr 2018,Delhi,Apple,4000
09 Apr 2018,Delhi,Apple,6350
07 Apr 2018,Delhi,Apple,4000
07 Apr 2018,Delhi,Apple,6350
06 Apr 2018,Delhi,Apple,4000
06 Apr 2018,Delhi,Apple,6350
05 Apr 2018,Delhi,Apple,4000
05 Apr 2018,Delhi,Apple,6350
04 Apr 2018,Delhi,Apple,4000
04 Apr 2018,Delhi,Apple,6350
03 Apr 2018,Delhi,Apple,4000
03 Apr 2018,Delhi,Apple,6350
02 Apr 2018,Delhi,Apple,4000
02 Apr 2018,Delhi,Apple,6350
31 Mar 2018,Delhi,Apple,4000
31 Mar 2018,Delhi,Apple,6350
30 Mar 2018,Delhi,Apple,4000
30 Mar 2018,Delhi,Apple,6350
29 Mar 2018,Delhi,Apple,4000
29 Mar 2018,Delhi,Apple,6350
28 Mar 2018,Delhi,Apple,4000
28 Mar 2018,Delhi,Apple,6350
27 Mar 2018,Delhi,Apple,4000
27 Mar 2018,Delhi,Apple,6350
26 Mar 2018,Delhi,Apple,4000
26 Mar 2018,Delhi,Apple,6350
24 Mar 2018,Delhi,Apple,4000
24 Mar 2018,Delhi,Apple,6350
23 Mar 2018,Delhi,Apple,4000
23 Mar 2018,Delhi,Apple,6350
22 Mar 2018,Delhi,Apple,4000
22 Mar 2018,Delhi,Apple,6350
21 Mar 2018,Delhi,Apple,4000
21 Mar 2018,Delhi,Apple,5050
20 Mar 2018,Delhi,Apple,4000
20 Mar 2018,Delhi,Apple,5050
19 Mar 2018,Delhi,Apple,4000
19 Mar 2018,Delhi,Apple,5050
17 Mar 2018,Delhi,Apple,4000
17 Mar 2018,Delhi,Apple,5150
16 Mar 2018,Delhi,Apple,4000
16 Mar 2018,Delhi,Apple,5150
15 Mar 2018,Delhi,Apple,4000
15 Mar 2018,Delhi,Apple,5150
14 Mar 2018,Delhi,Apple,4000
14 Mar 2018,Delhi,Apple,5150
13 Mar 2018,Delhi,Apple,4000
13 Mar 2018,Delhi,Apple,5150
12 Mar 2018,Delhi,Apple,4000
